Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Age,Item_Outlet_Sales
6.215,Low Fat,0.012167793,Fruits and Vegetables,37.4848,Medium,Tier 1,Supermarket Type1,Foods,14.0,111.8544
10.5,Low Fat,0.04778563,Hard Drinks,156.5946,Medium,Tier 3,Supermarket Type3,Drinks,28.0,3787.0704
16.35,Non Edible,0.091074449,Household,196.811,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,3338.987
6.465,Low Fat,0.124506117,Canned,264.7884,Small,Tier 1,Supermarket Type1,Foods,16.0,3709.8376
7.725,Non Edible,0.048661041,Household,123.7414,Small,Tier 3,Grocery Store,Non Consumables,15.0,121.8414
15.0,Non Edible,0.071371458,Health and Hygiene,125.2362,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,1384.1982
15.7,Regular,0.037681359,Frozen Foods,125.1046,Medium,Tier 3,Supermarket Type3,Foods,28.0,3859.6426
9.6,Non Edible,0.006708517,Household,164.6184,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,2972.1312
11.5,Regular,0.126313413,Frozen Foods,100.6358,Small,Tier 2,Supermarket Type1,Foods,6.0,2010.716
20.1,Regular,0.054540159,Frozen Foods,152.1366,Medium,Tier 1,Supermarket Type1,Foods,14.0,755.683
5.155,Low Fat,0.083198341,Frozen Foods,246.0776,Small,Tier 1,Supermarket Type1,Foods,16.0,990.7104
4.635,Low Fat,0.141686037,Breads,126.9994,Small,Tier 2,Supermarket Type1,Foods,6.0,1798.9916
6.67,Regular,0.123620492,Snack Foods,90.0514,Medium,Tier 1,Supermarket Type1,Foods,14.0,1505.3738
5.175,Low Fat,0.037391881,Canned,83.2224,Small,Tier 2,Supermarket Type1,Foods,9.0,1789.6704
11.15,Non Edible,0.073783159,Others,66.0142,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,988.713
15.85,Regular,0.1867,Baking Goods,59.522,Small,Tier 1,Grocery Store,Foods,28.0,299.61
8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,Small,Tier 2,Supermarket Type1,Foods,9.0,6371.706
14.5,Regular,0.06612697072361393,Snack Foods,159.3262,Small,Tier 2,Supermarket Type1,Foods,9.0,2864.2716
6.36,Non Edible,0.006012413,Household,163.0526,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,1644.526
6.11,Regular,0.103503049,Fruits and Vegetables,129.6968,Small,Tier 2,Supermarket Type1,Foods,6.0,1174.4712
18.6,Non Edible,0.1867,Others,55.6588,Small,Tier 3,Grocery Store,Non Consumables,15.0,114.5176
20.0,Low Fat,0.034369528,Baking Goods,43.7086,Small,Tier 1,Supermarket Type1,Foods,16.0,892.172
11.3,Low Fat,0.007294652,Meat,198.1426,Small,Tier 2,Supermarket Type1,Foods,11.0,988.713
19.2,Regular,0.022914478,Fruits and Vegetables,181.195,Small,Tier 2,Supermarket Type1,Foods,9.0,2380.235
6.115,Regular,0.007084185,Soft Drinks,191.153,Small,Tier 2,Supermarket Type1,Drinks,6.0,3415.554
5.5,Non Edible,0.047059016,Others,100.1016,High,Tier 3,Supermarket Type1,Non Consumables,26.0,2125.2336
8.5,Low Fat,0.097803261,Canned,50.5324,High,Tier 3,Supermarket Type1,Foods,26.0,882.8508
8.895,Low Fat,0.026397141,Frozen Foods,207.8954,Small,Tier 2,Supermarket Type1,Foods,11.0,3542.7218
7.39,Non Edible,0.092782895,Household,252.6066,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,2259.0594
13.1,Non Edible,0.012167988,Others,190.253,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,4174.566
13.1,Low Fat,0.037549969,Fruits and Vegetables,176.1054,High,Tier 3,Supermarket Type1,Foods,26.0,4027.4242
10.8,Low Fat,0.06612697072361393,Soft Drinks,238.1564,Medium,Tier 3,Supermarket Type2,Drinks,4.0,5243.8408
15.7,Low Fat,0.045295529,Frozen Foods,181.366,Small,Tier 2,Supermarket Type1,Foods,11.0,1977.426
12.85,Low Fat,0.06612697072361393,Frozen Foods,38.3164,Small,Tier 2,Supermarket Type1,Foods,9.0,502.0132
9.6,Regular,0.022274264,Breads,101.699,Small,Tier 2,Supermarket Type1,Foods,9.0,2992.771
13.5,Low Fat,0.06612697072361393,Baking Goods,88.054,High,Tier 3,Supermarket Type1,Foods,26.0,1211.756
14.5,Regular,0.058542509,Fruits and Vegetables,168.6448,Medium,Tier 3,Supermarket Type3,Foods,28.0,3408.896
15.1,Non Edible,0.059037538,Household,237.7248,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2607.2728
5.405,Regular,0.05336162,Canned,200.1742,Medium,Tier 3,Supermarket Type3,Foods,28.0,6171.3002
14.6,Low Fat,0.150872868,Soft Drinks,47.5692,Small,Tier 2,Supermarket Type1,Drinks,11.0,1379.5376
11.8,Regular,0.107057186,Dairy Foods,224.1772,Small,Tier 1,Supermarket Type1,Foods,16.0,3558.0352
12.15,Non Edible,0.1867,Health and Hygiene,223.8404,Small,Tier 1,Grocery Store,Non Consumables,28.0,675.1212
7.52,Regular,0.044202545,Baking Goods,182.995,Medium,Tier 3,Supermarket Type2,Foods,4.0,4394.28
6.8,Low Fat,0.03749705,Baking Goods,49.9034,Small,Tier 1,Supermarket Type1,Foods,16.0,194.4136
11.0,Regular,0.057058545,Fruits and Vegetables,241.7512,Small,Tier 1,Supermarket Type1,Foods,16.0,3635.268
12.1,Low Fat,0.14825809,Fruits and Vegetables,108.428,High,Tier 3,Supermarket Type1,Foods,26.0,1278.336
13.65,Regular,0.18454121,Canned,211.5902,Small,Tier 2,Supermarket Type1,Foods,11.0,4672.5844
15.75,Low Fat,0.055154296,Baking Goods,195.5452,Medium,Tier 3,Supermarket Type2,Foods,4.0,1174.4712
20.5,Low Fat,0.036287517,Fruits and Vegetables,121.2756,Medium,Tier 3,Supermarket Type2,Foods,4.0,2181.1608
7.42,Regular,0.021569566,Seafood,184.8582,Small,Tier 2,Supermarket Type1,Foods,9.0,4643.955
15.35,Low Fat,0.01404119,Frozen Foods,38.419,Medium,Tier 1,Supermarket Type1,Foods,14.0,476.047
12.15,Regular,0.058663727,Fruits and Vegetables,164.1552,Medium,Tier 3,Supermarket Type2,Foods,4.0,3249.104
11.35,Regular,0.04324563,Fruits and Vegetables,199.4742,Small,Tier 2,Supermarket Type1,Foods,11.0,2587.9646
18.1,Non Edible,0.048703432,Household,125.9336,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,7158.6816
9.6,Regular,0.02734361,Snack Foods,257.8304,Small,Tier 1,Supermarket Type1,Foods,16.0,1808.3128
9.195,Regular,0.06612697072361393,Frozen Foods,83.7566,Small,Tier 1,Grocery Store,Foods,28.0,253.6698
10.5,Low Fat,0.041194986,Fruits and Vegetables,39.1164,Medium,Tier 3,Supermarket Type3,Foods,28.0,1235.7248
16.1,Low Fat,0.0343603,Fruits and Vegetables,253.4356,Medium,Tier 1,Supermarket Type1,Foods,14.0,2797.6916
19.85,Low Fat,0.054331235,Seafood,198.7768,Small,Tier 2,Supermarket Type1,Foods,6.0,4532.7664
16.6,Non Edible,0.046161923,Household,176.6344,Small,Tier 3,Grocery Store,Non Consumables,15.0,356.8688
15.25,Regular,0.06612697072361393,Snack Foods,178.166,Small,Tier 2,Supermarket Type1,Foods,11.0,4853.682
20.6,Regular,0.048010812,Fruits and Vegetables,187.7556,Medium,Tier 1,Supermarket Type1,Foods,14.0,3004.0896
8.645,Low Fat,0.021619564,Canned,50.6982,Medium,Tier 1,Supermarket Type1,Foods,14.0,736.3748
18.35,Low Fat,0.03334929,Dairy Drinks,155.034,Medium,Tier 3,Supermarket Type2,Drinks,4.0,1990.742
16.25,Low Fat,0.078168739,Canned,91.3804,Small,Tier 1,Supermarket Type1,Foods,16.0,1653.8472
15.25,Regular,0.065999008,Snack Foods,177.966,Medium,Tier 1,Supermarket Type1,Foods,14.0,2336.958
9.695,Regular,0.128805815,Baking Goods,224.0404,Medium,Tier 3,Supermarket Type2,Foods,4.0,5851.0504
20.25,Low Fat,0.036326064,Dairy Drinks,220.1482,Small,Tier 1,Supermarket Type1,Drinks,16.0,3066.6748
16.7,Low Fat,0.10203648,Canned,180.9292,Small,Tier 2,Supermarket Type1,Foods,9.0,2736.438
18.2,Regular,0.026117345,Baking Goods,239.2196,Small,Tier 2,Supermarket Type1,Foods,11.0,3133.2548
5.615,Non Edible,0.12574524,Health and Hygiene,122.473,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,1354.903
6.61,Regular,0.028871235,Snack Foods,188.7898,Medium,Tier 3,Supermarket Type3,Foods,28.0,2057.9878
20.75,Non Edible,0.025169703,Health and Hygiene,150.4734,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,1187.7872
10.195,Regular,0.012528611,Meat,195.111,Small,Tier 2,Supermarket Type1,Foods,6.0,3731.809
12.6,Regular,0.074070351,Dairy Foods,254.2356,Small,Tier 2,Supermarket Type1,Foods,11.0,4578.0408
16.7,Regular,0.071335395,Dairy Foods,120.3782,Small,Tier 3,Grocery Store,Foods,15.0,119.1782
9.285,Regular,0.021039273,Snack Foods,160.0578,Medium,Tier 1,Supermarket Type1,Foods,14.0,2567.3248
11.35,Regular,0.1107011,Dairy Foods,88.6856,Small,Tier 1,Grocery Store,Foods,28.0,351.5424
8.06,Low Fat,0.021409913,Breakfast,229.7326,Medium,Tier 1,Supermarket Type1,Foods,14.0,6930.978
10.65,Non Edible,0.04896208,Others,165.8526,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,3946.8624
11.35,Regular,0.06321435,Dairy Foods,88.3856,Small,Tier 2,Supermarket Type1,Foods,9.0,1318.284
10.195,Low Fat,0.108004532,Snack Foods,148.7076,Small,Tier 2,Supermarket Type1,Foods,6.0,1330.2684
18.75,Low Fat,0.052800258,Snack Foods,193.2504,Small,Tier 2,Supermarket Type1,Foods,9.0,2684.5056
13.8,Regular,0.064195136,Fruits and Vegetables,75.8012,Small,Tier 2,Supermarket Type1,Foods,9.0,1138.518
6.59,Non Edible,0.026058181,Household,121.9098,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,3374.2744
19.0,Non Edible,0.1867,Household,190.1872,Small,Tier 3,Grocery Store,Non Consumables,15.0,567.2616
16.5,Non Edible,0.035626319,Health and Hygiene,93.112,High,Tier 3,Supermarket Type1,Non Consumables,26.0,932.12
13.0,Regular,0.044984874,Soft Drinks,175.0054,Small,Tier 1,Supermarket Type1,Drinks,16.0,1926.1594
18.35,Low Fat,0.015291576,Hard Drinks,106.1938,High,Tier 3,Supermarket Type1,Drinks,26.0,1607.907
11.8,Regular,0.076876046,Snack Foods,33.1558,Small,Tier 2,Supermarket Type1,Foods,11.0,543.2928
7.895,Regular,0.0945493,Breakfast,102.6332,Small,Tier 2,Supermarket Type1,Foods,9.0,1640.5312
12.15,Non Edible,0.145013434,Health and Hygiene,225.0404,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,4950.8888
14.3,Low Fat,0.123264522,Dairy Foods,123.273,Small,Tier 2,Supermarket Type1,Foods,6.0,1108.557
15.1,Regular,0.067212845,Snack Foods,260.2304,Small,Tier 2,Supermarket Type1,Foods,11.0,4908.2776
11.8,Regular,0.014166739,Frozen Foods,178.2344,Small,Tier 2,Supermarket Type1,Foods,6.0,2854.9504
12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,Small,Tier 2,Supermarket Type1,Foods,9.0,974.7312
18.6,Non Edible,0.012592289,Household,123.3414,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,4751.8146
7.325,Low Fat,0.156307983,Fruits and Vegetables,92.2146,Small,Tier 3,Grocery Store,Foods,15.0,91.2146
9.395,Regular,0.170246782,Fruits and Vegetables,141.5838,Medium,Tier 3,Supermarket Type3,Foods,28.0,3231.1274
17.2,Regular,0.012030747,Canned,166.6184,Medium,Tier 1,Supermarket Type1,Foods,14.0,1155.8288
8.96,Regular,0.06893834,Fruits and Vegetables,196.4768,Small,Tier 1,Supermarket Type1,Foods,16.0,2561.9984
15.85,Low Fat,0.120986139,Breads,216.1166,Small,Tier 1,Grocery Store,Foods,28.0,435.4332
8.895,Regular,0.088681966,Snack Foods,121.973,Medium,Tier 3,Supermarket Type2,Foods,4.0,2956.152
10.1,Non Edible,0.054741627,Health and Hygiene,200.2084,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,3174.5344
12.15,Non Edible,0.028592842,Household,151.0708,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,2858.9452
12.1,Regular,0.061299601,Soft Drinks,56.2614,Small,Tier 2,Supermarket Type1,Drinks,11.0,552.614
6.865,Regular,0.035895934,Frozen Foods,244.4486,Medium,Tier 1,Supermarket Type1,Foods,14.0,6353.0636
16.85,Regular,0.1867,Frozen Foods,194.1478,Small,Tier 3,Grocery Store,Foods,15.0,1162.4868
18.35,Low Fat,0.058153409,Dairy Drinks,152.034,Small,Tier 1,Grocery Store,Drinks,28.0,306.268
17.75,Regular,0.066336811,Baking Goods,154.1656,Small,Tier 1,Grocery Store,Foods,28.0,617.8624
10.195,Regular,0.146662938,Frozen Foods,138.6838,Small,Tier 1,Supermarket Type1,Foods,16.0,2388.2246
15.6,Low Fat,0.06612697072361393,Snack Foods,220.4798,Medium,Tier 3,Supermarket Type2,Foods,4.0,661.1394
16.7,Regular,0.052708138,Frozen Foods,114.7176,Small,Tier 2,Supermarket Type1,Foods,6.0,2404.8696
10.0,Non Edible,0.149223055,Health and Hygiene,145.8102,Small,Tier 3,Grocery Store,Non Consumables,15.0,874.8612
20.25,Non Edible,0.148302815,Health and Hygiene,108.3938,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,2787.0388
17.35,Regular,0.041439718,Frozen Foods,93.7804,High,Tier 3,Supermarket Type1,Foods,26.0,2848.2924
17.7,Low Fat,0.173529036,Fruits and Vegetables,113.2834,Medium,Tier 3,Supermarket Type3,Foods,28.0,4376.9692
6.55,Low Fat,0.024505418,Breads,102.9332,High,Tier 3,Supermarket Type1,Foods,26.0,1845.5976
9.0,Non Edible,0.019502965,Household,169.4474,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,4211.185
16.75,Low Fat,0.06612697072361393,Fruits and Vegetables,258.3988,Small,Tier 1,Grocery Store,Foods,28.0,256.9988
13.85,Non Edible,0.0311868,Others,39.548,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,759.012
19.5,Non Edible,0.014205168,Household,56.7614,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2486.763
9.8,Non Edible,0.090448534,Others,194.5478,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,774.9912
12.5,Low Fat,0.020739698,Breads,198.9742,Small,Tier 2,Supermarket Type1,Foods,11.0,995.371
19.1,Non Edible,0.178272728,Household,172.4422,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,1551.9798
15.35,Non Edible,0.035143024,Household,124.373,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,2093.941
11.1,Low Fat,0.044606379,Snack Foods,174.2054,Medium,Tier 3,Supermarket Type3,Foods,28.0,4377.635
19.85,Non Edible,0.026074491,Household,48.6376,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,575.2512
6.825,Regular,0.046824729,Canned,155.1998,Medium,Tier 3,Supermarket Type2,Foods,4.0,2460.7968
16.6,Non Edible,0.028382853,Health and Hygiene,109.4596,Small,Tier 1,Grocery Store,Non Consumables,28.0,647.1576
17.25,Regular,0.125200788,Breakfast,41.648,Small,Tier 2,Supermarket Type1,Foods,9.0,679.116
10.5,Low Fat,0.048009081,Hard Drinks,157.0946,Small,Tier 2,Supermarket Type1,Drinks,9.0,2209.1244
8.945,Regular,0.146701312,Dairy Foods,262.291,Small,Tier 3,Grocery Store,Foods,15.0,1314.955
16.75,Regular,0.013711274,Canned,100.2674,Small,Tier 3,Grocery Store,Foods,15.0,203.7348
17.75,Low Fat,0.034752647,Dairy Foods,248.775,Small,Tier 1,Supermarket Type1,Foods,16.0,3745.125
7.565,Non Edible,0.054376275,Health and Hygiene,56.293,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,2546.685
7.365,Low Fat,0.04280099,Fruits and Vegetables,228.372,Small,Tier 2,Supermarket Type1,Foods,6.0,2037.348
14.0,Regular,0.031261583,Canned,52.564,Small,Tier 2,Supermarket Type1,Foods,9.0,639.168
18.7,Low Fat,0.105104552,Frozen Foods,121.7072,Medium,Tier 3,Supermarket Type2,Foods,4.0,1347.5792
8.355,Low Fat,0.1867,Canned,146.2418,Small,Tier 2,Supermarket Type1,Foods,9.0,4414.254
11.0,Low Fat,0.106051405,Breads,124.4046,Small,Tier 2,Supermarket Type1,Foods,11.0,2241.0828
12.3,Low Fat,0.06612697072361393,Baking Goods,37.2874,High,Tier 3,Supermarket Type1,Foods,26.0,705.748
9.3,Low Fat,0.01601936,Dairy Foods,248.5092,Small,Tier 2,Supermarket Type1,Foods,9.0,6474.2392
9.3,Non Edible,0.044843161,Household,246.1802,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,2702.4822
19.85,Low Fat,0.005230786,Dairy Foods,265.1884,High,Tier 3,Supermarket Type1,Foods,26.0,5034.7796
7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244,Small,Tier 1,Supermarket Type1,Foods,16.0,958.752
13.85,Regular,0.025896485,Frozen Foods,165.021,Small,Tier 1,Supermarket Type1,Foods,16.0,4078.025
20.1,Non Edible,0.034848629,Household,118.6782,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,2502.7422
8.42,Regular,0.030905215,Canned,227.6352,Small,Tier 2,Supermarket Type1,Foods,11.0,2748.4224
10.0,Non Edible,0.073794811,Health and Hygiene,121.444,Small,Tier 2,Supermarket Type1,Non Consumables,6.0,2516.724
8.42,Non Edible,0.112177581,Health and Hygiene,65.9168,High,Tier 3,Supermarket Type1,Non Consumables,26.0,958.752
6.13,Low Fat,0.076855207,Dairy Drinks,59.3536,Medium,Tier 1,Supermarket Type1,Drinks,14.0,1470.0864
7.05,Regular,0.055558509,Breads,224.7088,Small,Tier 1,Supermarket Type1,Foods,16.0,3131.9232
8.88,Low Fat,0.086781204,Hard Drinks,152.2682,Small,Tier 1,Supermarket Type1,Drinks,16.0,1829.6184
15.0,Low Fat,0.049279392,Soft Drinks,65.7168,Medium,Tier 3,Supermarket Type2,Drinks,4.0,575.2512
8.27,Regular,0.089735804,Snack Foods,148.7708,Small,Tier 2,Supermarket Type1,Foods,11.0,2708.4744
11.6,Regular,0.1867,Breakfast,167.8474,Small,Tier 1,Grocery Store,Foods,28.0,336.8948
13.35,Low Fat,0.138777108,Frozen Foods,147.5392,Medium,Tier 3,Supermarket Type3,Foods,28.0,5219.872
12.15,Non Edible,0.06612697072361393,Household,118.515,Medium,Tier 3,Supermarket Type2,Non Consumables,4.0,1398.18
9.695,Low Fat,0.070103425,Hard Drinks,179.4344,Medium,Tier 3,Supermarket Type3,Drinks,28.0,5888.3352
11.6,Non Edible,0.06612697072361393,Health and Hygiene,100.8042,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,3472.147
15.15,Regular,0.066446521,Frozen Foods,147.976,Medium,Tier 3,Supermarket Type2,Foods,4.0,732.38
6.715,Regular,0.121485195,Baking Goods,40.2454,High,Tier 3,Supermarket Type1,Foods,26.0,587.2356
8.88,Low Fat,0.086764795,Hard Drinks,153.8682,Small,Tier 2,Supermarket Type1,Drinks,9.0,1829.6184
19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,Small,Tier 2,Supermarket Type1,Foods,6.0,942.7728
20.6,Regular,0.06612697072361393,Snack Foods,178.1344,Small,Tier 2,Supermarket Type1,Foods,9.0,3568.688
6.11,Regular,0.152813518,Soft Drinks,45.6086,Small,Tier 2,Supermarket Type1,Drinks,6.0,1025.9978
20.7,Regular,0.122208091,Frozen Foods,119.7466,Small,Tier 2,Supermarket Type1,Foods,6.0,4006.7844
18.7,Low Fat,0.10527024,Frozen Foods,122.9072,Small,Tier 2,Supermarket Type1,Foods,6.0,490.0288
9.895,Non Edible,0.060055757,Household,234.2642,Small,Tier 2,Supermarket Type1,Non Consumables,9.0,3717.8272
6.785,Regular,0.042153502,Meat,44.0112,Medium,Tier 3,Supermarket Type2,Foods,4.0,340.8896
17.6,Regular,0.047449835,Snack Foods,118.1782,Medium,Tier 3,Supermarket Type2,Foods,4.0,2621.9204
17.35,Regular,0.027723342,Canned,89.6856,Medium,Tier 3,Supermarket Type2,Foods,4.0,2109.2544
20.75,Low Fat,0.021250002,Soft Drinks,150.5024,Small,Tier 1,Supermarket Type1,Drinks,16.0,2580.6408
19.7,Regular,0.06612697072361393,Baking Goods,194.411,Medium,Tier 1,Supermarket Type1,Foods,14.0,5106.686
15.2,Low Fat,0.049934854,Soft Drinks,95.0752,Medium,Tier 3,Supermarket Type3,Drinks,28.0,2588.6304
12.65,Non Edible,0.047333044,Others,113.8202,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,1800.3232
14.1,Low Fat,0.087977262,Dairy Drinks,229.0668,Small,Tier 2,Supermarket Type1,Drinks,9.0,3225.1352
20.0,Low Fat,0.06612697072361393,Baking Goods,43.4086,Medium,Tier 3,Supermarket Type2,Foods,4.0,401.4774
12.15,Non Edible,0.14526636,Health and Hygiene,224.0404,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,3375.606
15.0,Low Fat,0.154301621,Starchy Foods,105.9938,Small,Tier 2,Supermarket Type1,Foods,11.0,428.7752
16.5,Non Edible,0.061330521,Household,178.7318,Small,Tier 3,Grocery Store,Non Consumables,15.0,360.8636
5.88,Non Edible,0.024937792,Household,148.4392,Small,Tier 2,Supermarket Type1,Non Consumables,11.0,2087.9488
8.485,Non Edible,0.10178199,Health and Hygiene,104.699,Small,Tier 1,Grocery Store,Non Consumables,28.0,103.199
17.25,Low Fat,0.042413704,Dairy Drinks,173.1764,Medium,Tier 3,Supermarket Type2,Drinks,4.0,4466.1864
9.395,Regular,0.109096371,Soft Drinks,44.6112,Small,Tier 1,Supermarket Type1,Drinks,16.0,511.3344
14.6,Non Edible,0.025578526,Household,198.8084,Medium,Tier 3,Supermarket Type3,Non Consumables,28.0,5555.4352
16.0,Non Edible,0.06612697072361393,Household,228.8668,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,1612.5676
15.15,Regular,0.06612697072361393,Frozen Foods,145.276,Medium,Tier 3,Supermarket Type3,Foods,28.0,5273.136
12.35,Non Edible,0.041737627,Health and Hygiene,33.1216,Small,Tier 1,Supermarket Type1,Non Consumables,16.0,519.324
13.15,Low Fat,0.020711996,Breads,82.7566,Small,Tier 2,Supermarket Type1,Foods,9.0,1691.132
7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,Small,Tier 2,Supermarket Type1,Foods,6.0,2693.8268
14.5,Regular,0.063962842,Breads,263.1594,Medium,Tier 1,Supermarket Type1,Foods,14.0,2616.594
11.65,Low Fat,0.040577878,Fruits and Vegetables,188.224,Medium,Tier 1,Supermarket Type1,Foods,14.0,1304.968
15.6,Regular,0.10589167,Snack Foods,172.6764,Small,Tier 2,Supermarket Type1,Foods,6.0,2920.1988
8.6,Non Edible,0.032672263,Health and Hygiene,141.2154,Medium,Tier 1,Supermarket Type1,Non Consumables,14.0,709.077
19.25,Regular,0.03467086,Canned,141.8496,High,Tier 3,Supermarket Type1,Foods,26.0,2399.5432
6.175,Regular,0.178210285,Meat,95.7752,Medium,Tier 3,Supermarket Type3,Foods,28.0,3930.8832
15.6,Low Fat,0.081103929,Baking Goods,112.3544,Small,Tier 1,Supermarket Type1,Foods,16.0,1006.6896
7.855,Regular,0.06612697072361393,Dairy Foods,220.1482,Medium,Tier 3,Supermarket Type2,Foods,4.0,4600.0122
7.71,Regular,0.047358246,Dairy Foods,123.1756,Medium,Tier 3,Supermarket Type3,Foods,28.0,3998.7948
6.465,Low Fat,0.1867,Canned,266.5884,Small,Tier 1,Grocery Store,Foods,28.0,1324.942
15.1,Low Fat,0.052085615,Meat,242.8512,Medium,Tier 3,Supermarket Type3,Foods,28.0,5816.4288
11.8,Low Fat,0.06612697072361393,Fruits and Vegetables,46.5402,Small,Tier 3,Grocery Store,Foods,15.0,229.701
13.65,Regular,0.031494041,Canned,98.87,Medium,Tier 1,Supermarket Type1,Foods,14.0,2197.14
16.5,Regular,0.159720671,Snack Foods,144.5128,Small,Tier 1,Supermarket Type1,Foods,16.0,3595.32
9.8,Low Fat,0.06612697072361393,Fruits and Vegetables,175.237,Medium,Tier 1,Supermarket Type1,Foods,14.0,3881.614
9.195,Regular,0.122304725,Fruits and Vegetables,99.2016,Small,Tier 1,Supermarket Type1,Foods,16.0,809.6128
15.5,Low Fat,0.06612697072361393,Snack Foods,141.547,Small,Tier 2,Supermarket Type1,Foods,6.0,3006.087
15.5,Low Fat,0.103603094,Snack Foods,143.547,Medium,Tier 1,Supermarket Type1,Foods,14.0,1431.47
16.6,Low Fat,0.06612697072361393,Canned,118.8124,Small,Tier 1,Supermarket Type1,Foods,16.0,2607.2728
14.8,Low Fat,0.081042136,Meat,192.4846,Small,Tier 1,Supermarket Type1,Foods,16.0,5159.2842
13.5,Regular,0.068010049,Dairy Foods,57.2562,Small,Tier 2,Supermarket Type1,Foods,11.0,770.3306
